movie_id,director_id
571,179
572,25
573,40
573,14
574,154
575,21
576,170
577,98
578,58
579,22
580,100
581,61
582,147
583,45
584,109
585,161
585,38
585,153
586,100
587,4
587,180
588,151
589,74
590,156
591,178
592,191
593,78
593,80
594,59
595,83
596,55
597,132
597,41
598,200
599,15
600,51
601,32
602,151
602,142
603,177
604,147
605,69
606,34
607,183
607,182
608,78
609,96
609,144
609,166
610,71
611,49
612,154
613,76
614,182
615,122
616,76
617,144
618,57
619,85
620,14
621,175
622,52
623,184
624,46
625,199
626,200
627,104
628,96
629,49
629,5
630,27
631,75
632,35
632,88
633,104
633,5
634,151
635,164
636,170
636,28
636,168
637,98
638,53
639,160
640,31
641,200
642,76
643,124
644,147
644,172
645,26
646,26
647,174
648,12
649,85
650,24
650,96
651,99
652,179
653,146
654,187
654,34
655,67
656,145
657,177
658,165
659,165
660,43
661,72
662,104
663,23
664,104
665,159
666,94
666,14
666,58
667,94
668,163
669,43
670,157
671,118
672,163
673,128
674,111
675,45
676,99
677,88
678,192
679,142
680,34
680,182
681,195
682,107
683,134
683,28
684,52
685,16
686,158
687,179
688,176
689,159
690,194
691,115
692,132
693,68
694,120
695,161
696,182
697,130
698,57
699,193
700,89
701,11
702,186
703,131
704,22
705,137
706,199
707,138
708,176
709,19
710,148
711,104
712,185
713,129
714,23
715,8
715,122
716,140
717,187
717,166
718,32
719,141
720,186
721,42
722,47
723,141
724,51
725,73
726,79
727,2
728,71
729,115
730,156
731,138
731,51
732,5
733,10
734,101
735,35
735,119
736,158
737,169
737,38
738,68
739,93
739,100
740,181
741,45
742,65
743,89
743,125
744,59
745,48
746,59
747,54
748,152
749,38
749,15
750,154
750,145
750,164
751,73
752,124
752,44
752,57
753,169
754,18
755,134
756,158
757,169
758,199
759,59
760,195
761,22
761,73
762,2
763,81
764,138
765,106
766,79
767,31
767,192
768,55
769,14
770,38
770,121
771,186
772,153
773,127
774,50
775,60
776,23
776,71
776,200
777,189
778,90
778,89
779,148
779,2
780,76
781,138
782,194
783,8
783,124
784,57
785,180
786,88
787,91
788,175
788,49
789,59
790,200
791,170
792,124
793,71
793,126
794,193
795,129
796,31
797,26
798,61
799,109
800,103
801,26
802,190
803,35
804,146
805,56
806,67
807,6
808,148
809,199
810,43
810,164
810,87
811,42
812,155
813,134
814,170
815,102
816,141
816,14
817,22
818,100
819,34
820,122
820,120
821,46
822,164
823,79
824,195
825,126
826,2
827,184
828,133
829,69
830,117
831,13
832,187
833,56
834,119
834,179
834,9
835,199
836,98
836,4
837,198
838,134
839,187
840,65
841,56
841,29
842,71
843,177
844,128
845,195
845,161
846,138
847,143
848,92
849,179
850,71
851,68
852,5
853,138
854,73
855,18
856,9
857,165
858,94
859,54
859,168
860,93
861,158
862,56
863,169
864,143
865,180
866,169
867,81
868,83
868,156
869,191
870,186
871,78
872,6
872,198
873,25
874,94
875,56
876,180
876,148
877,148
878,112
879,155
880,79
881,40
882,193
882,153
882,148
883,22
884,129
885,125
886,63
887,148
888,90
889,79
890,38
891,194
892,74
892,4
893,85
894,193
895,172
896,12
897,70
898,100
899,167
900,153
901,6
901,11
902,191
903,78
904,100
905,39
906,134
907,80
908,176
909,135
910,145
911,31
911,48
912,106
913,190
914,196
915,176
916,35
917,126
917,122
918,4
919,194
919,53
919,17
920,177
921,11
922,147
922,153
923,117
924,189
925,13
926,74
927,37
928,200
929,7
930,117
930,24
931,184
932,99
933,197
934,39
935,108
936,47
937,160
938,2
939,114
940,72
940,159
941,10
942,77
942,85
943,42
943,173
943,73
944,117
945,98
946,75
947,135
948,187
949,74
949,110
949,156
950,158
950,145
951,157
952,120
953,86
954,177
955,83
956,186
957,173
957,123
958,138
959,134
960,54
961,39
962,43
963,181
964,61
965,45
966,24
967,88
968,26
969,134
970,153
971,134
972,50
973,70
974,144
974,132
974,27
975,181
976,87
977,99
978,153
979,51
980,146
981,25
982,58
983,101
983,47
984,17
985,90
986,84
987,62
988,178
989,45
990,153
991,104
992,198
992,98
993,36
994,116
995,82
996,112
996,184
997,33
998,181
999,180
1000,170
1001,93
1002,166
1003,112
1004,117
1005,99
1005,91
1006,188
1007,148
1007,94
1008,29
1009,193
1010,63
1011,139
1012,117
1013,76
1013,75
1013,43
1014,187
1015,75
1016,72
1016,65
1017,190
1018,39
1019,136
1020,40
1021,164
1022,165
1023,122
1024,98
1025,115
1026,137
1027,70
1028,198
1029,177
1030,18
1031,115
1032,159
1033,56
1034,97
1035,48
1036,71
1037,19
1038,67
1038,68
1038,46
1039,126
1040,158
1041,187
1042,164
1043,39
1044,123
1045,58
1046,124
1046,32
1047,166
1048,21
1048,118
1048,195
1049,170
1049,49
1049,77
1050,113
1050,189
1051,152
1052,79
1053,15
1054,168
1055,60
1056,5
1057,4
1058,25
1058,117
1059,158
1060,189
1061,55
1062,71
1063,43
1064,162
1065,46
1066,107
1066,178
1067,106
1068,47
1069,2
1070,139
1070,130
1071,14
1072,122
1072,128
1073,94
1074,195
1074,117
1075,46
1075,41
1076,61
1077,59
1077,200
1078,106
1079,125
1080,157
1081,92
1082,72
1083,195
1084,164
1085,134
1086,187
1087,152
1088,12
1089,109
1090,62
1091,105
1092,24
1093,118
1094,181
1095,1
1096,70
1097,86
1098,99
1099,181
1100,86
1101,193
1102,91
1103,89
1104,174
1105,17
1105,49
1106,20
1106,28
1106,43
1107,134
1107,161
1108,34
1109,17
1110,134
1110,166
1111,125
1112,34
1113,74
1114,43
1115,182
1116,148
1116,33
1116,113
1117,82
1118,78
1119,197
1119,38
1120,130
1121,194
1122,177
1123,174
1124,24
1125,197
1126,172
1127,82
1128,184
1129,115
1130,74
1130,42
1131,23
1132,86
1133,23
1134,45
1135,98
1136,150
1137,1
1138,121
1138,32
1139,8
1140,18
1140,154
1140,191
1141,176
1142,5
1143,178
1144,163
1145,132
1145,50
1146,176
1146,78
1147,91
1148,125
1149,57
1150,135
1151,20
1152,90
1153,153
1153,134
1154,57
1154,33
1155,196
1156,111
1157,132
1158,3
1159,151
1160,192
1161,200
1161,187
1162,136
1163,194
1164,182
1165,47
1165,91
1165,98
1166,32
1166,120
1166,29
1167,22
1168,80
1169,18
1170,27
1171,103
1172,87
1172,52
1172,153
1173,183
1174,122
1175,32
1176,26
1177,174
1178,170
1179,130
1180,196
1181,116
1182,143
1183,184
1184,176
1185,68
1186,73
1187,90
1187,190
1188,92
1189,152
1190,30
1190,87
1191,109
1192,82
1193,177
1194,77
1195,20
1195,138
1196,103
1196,58
1196,160
1197,146
1198,130
1198,77
1199,132
1200,133
1201,191
1201,120
1201,69
1202,161
1203,62
1204,106
1204,82
1205,74
1206,8
1207,112
1208,67
1209,185
1210,77
1211,172
1211,169
1212,36
1213,134
1213,171
1214,154
1215,150
1216,45
1217,151
1218,29
1219,38
1219,93
1219,122
1220,190
1221,99
1222,32
1222,137
1223,101
1223,66
1224,42
1225,9
1226,189
1227,26
1227,42
1228,84
1229,165
1230,148
1231,197
1232,123
1233,22
1234,147
1234,58
1235,157
1236,13
1236,103
1237,146
1238,117
1239,69
1239,74
1240,73
1240,187
1240,174
1241,75
1242,176
1243,176
1244,66
1245,61
1246,182
1246,192
1247,78
1248,46
1249,34
1249,23
1250,12
1251,93
1252,68
1253,39
1254,14
1255,120
1256,182
1257,90
1258,44
1259,2
1260,174
1261,175
1262,28
1262,83
1263,123
1264,12
1265,146
1265,34
1265,55
1266,15
1267,198
1268,73
1269,80
1270,115
1271,95
1272,119
1273,135
1274,123
1275,134
1275,110
1276,28
1277,91
1277,66
1278,47
1279,186
1280,48
1281,173
1282,30
1283,104
1284,93
1284,177
1284,173
1285,5
1286,112
1287,109
1288,180
1289,52
1290,27
1291,142
1292,157
1293,148
1294,122
1295,115
1296,130
1297,184
1297,169
1298,173
1298,168
1298,189
1299,54
1300,52
1301,127
1302,67
1303,9
1303,17
1304,125
1305,143
1306,172
1307,118
1307,194
1308,27
1309,93
1310,128
1311,52
1312,88
1312,74
1313,171
1314,36
1315,175
1315,93
1316,133
1317,198
1318,165
1319,170
1319,134
1319,76
1320,191
1321,157
1321,38
1322,114
1323,22
1323,10
1324,139
1325,194
1326,199
1327,96
1328,32
1329,191
1329,149
1329,145
1330,73
1331,64
1332,200
1333,21
1333,24
1334,115
1335,144
1336,113
1337,33
1338,31
1338,178
1339,144
1340,31
1341,79
1342,151
1343,190
1344,124
1345,185
1346,115
1347,171
1348,172
1349,147
1350,50
1351,122
1352,71
1352,53
1352,63
1353,151
1354,112
1355,66
1356,37
1357,105
1358,100
1359,67
1359,97
1360,151
1361,30
1362,8
1363,151
1364,115
1365,37
1366,143
1366,116
1366,11
1367,75
1367,168
1368,154
1369,150
1370,102
1371,130
1372,193
1373,85
1373,5
1373,178
1374,3
1375,21
1376,32
1377,46
1378,195
1379,158
1380,127
1381,72
1382,175
1383,59
1383,134
1384,158
1385,165
1385,173
1386,133
1387,13
1388,50
1389,58
1389,177
1389,109
1390,80
1391,7
1392,62
1393,19
1394,16
1395,17
1395,33
1396,157
1397,103
1397,25
1398,117
1399,173
1400,28
1401,50
1402,114
1403,80
1404,139
1405,95
1406,15
1407,109
1407,89
1408,18
1409,154
1409,178
1409,85
1410,117
1411,58
1412,85
1412,190
1412,97
1413,19
1414,162
1415,45
1416,142
1417,26
1417,6
1418,117
1419,135
1420,34
1420,49
1421,110
1422,39
1423,131
1423,150
1424,17
1425,131
1426,135
1427,150
1428,79
1429,141
1430,133
1431,110
1432,98
1433,20
1434,165
1435,31
1436,51
1437,181
1438,198
1439,149
1439,194
1440,59
1441,185
1442,179
1443,148
1444,169
1445,196
1446,40
1446,85
1447,98
1448,122
1449,78
1450,9
1451,53
1452,95
1453,29
1454,53
1455,171
1455,122
1456,129
1457,155
1457,64
1458,189
1459,89
1459,180
1460,46
1461,25
1462,161
1463,127
1463,106
1464,105
1465,164
1466,10
1467,84
1467,172
1468,113
1469,5
1470,172
1471,46
1472,114
1473,27
1474,97
1475,24
1476,50
1477,43
1477,186
1478,83
1478,144
1479,55
1480,168
1481,72
1482,128
1483,146
1483,44
1483,65
1484,174
1485,171
1485,124
1485,18
1486,164
1487,80
1487,61
1488,52
1489,186
1490,195
1491,74
1492,63
1493,64
1494,162
1495,50
1496,24
1497,61
1497,130
1498,185
1499,74
1500,93
1501,111
1502,98
1503,40
1504,144
1505,49
1506,96
1507,99
1508,32
1509,198
1509,193
1509,185
1510,15
1511,93
1511,162
1512,175
1513,42
1513,4
1513,30
1514,181
1515,110
1516,98
1517,28
1517,163
1518,192
1519,18
1520,181
1521,116
1521,146
1522,195
1523,160
1524,22
1525,125
1526,11
1527,155
1528,110
1529,93
1529,171
1530,26
1531,36
1532,180
1533,122
1534,5
1534,163
1535,114
1536,21
1537,180
1537,26
1537,188
1538,147
1539,141
1540,62
1541,23
1542,84
1543,172
1544,186
1545,197
1545,154
1546,191
1546,189
1547,58
1547,67
1548,190
1549,81
1550,100
1551,134
1552,38
1553,73
1554,9
1554,154
1555,181
1555,147
1555,123
1556,86
1556,40
1556,184
1557,189
1558,125
1559,87
1560,73
1561,25
1562,14
1562,182
1563,124
1564,189
1565,38
1565,97
1565,110
1566,14
1567,39
1568,153
1569,172
1570,114
1571,172
1572,152
1573,147
1574,138
1574,48
1575,136
1576,167
1576,32
1577,154
1578,53
1579,130
1579,77
1579,94
1580,133
1581,81
1582,12
1583,56
1583,35
1584,20
1585,66
1586,163
1587,42
1588,155
1589,141
1590,70
1591,97
1592,45
1592,135
1593,147
1594,82
1595,142
1596,132
1597,186
1598,47
1599,134
1599,184
1599,59
1600,81
1601,24
1602,127
1603,188
1604,137
1604,179
1604,32
1605,109
1606,136
1606,176
1607,135
1607,58
1608,14
1609,174
1610,75
1610,77
1611,56
1612,10
1612,119
1613,91
1614,103
1615,132
1616,197
1617,138
1617,69
1618,36
1619,51
1619,29
1620,85
1621,171
1621,69
1622,175
1623,190
1624,89
1625,153
1626,159
1627,30
1628,181
1629,49
1630,50
1631,14
1632,110
1633,94
1634,13
1635,55
1636,65
1637,142
1638,200
1639,23
1640,11
1641,26
1642,186
1643,108
1644,89
1644,94
1645,135
1646,12
1647,176
1648,144
1649,56
1650,185
1651,44
1652,38
1653,64
1654,155
1655,185
1656,15
1657,5
1658,177
1659,53
1660,193
1660,102
1661,38
1662,49
1662,146
1663,46
1664,117
1665,155
1665,26
1666,12
1666,34
1667,154
1667,4
1668,87
1669,79
1669,85
1670,32
1671,27
1672,110
1673,99
1673,176
1674,73
1674,92
1674,20
1675,155
1675,39
1676,109
1677,74
1678,68
1679,82
1680,123
1681,72
1681,38
1681,24
1682,109
